date,gross,net,turnover,cost,n_names,mega_w,weights,ic
2026-06-01,0.05452369584135538,0.05191529722083937,1.2132086607051216,0.0026083986205160115,4,0.3933956696474392,"{""agent_0"": 0.178, ""agent_1"": 0.461, ""agent_2"": 0.36}",0.29399257331838025
2026-06-02,-0.03634233543279255,-0.038867184608205416,1.1743484536804047,0.0025248491754128704,5,0.6053353691262437,"{""agent_0"": 0.184, ""agent_1"": 0.459, ""agent_2"": 0.357}",-0.14630474780076907
2026-06-04,-0.04050172784911205,-0.04082488821703855,0.15030714787278954,0.0003231603679264975,4,0.6666666666666666,"{""agent_0"": 0.201, ""agent_1"": 0.452, ""agent_2"": 0.347}",-0.22722663598240586
2026-06-05,-0.12818627095232416,-0.12965781778370025,0.6844403866865616,0.001471546831376107,5,0.664175810937599,"{""agent_0"": 0.015, ""agent_1"": 0.391, ""agent_2"": 0.594}",-0.37381377014201184
2026-06-08,0.023447797333121606,0.021226713698121957,1.033062155813791,0.00222108363499965,4,0.48346892209310477,"{""agent_0"": 0.148, ""agent_1"": 0.303, ""agent_2"": 0.55}",0.09787204745554272
2026-06-09,0.02218724566538086,0.019826194341504486,1.0981634064541272,0.002361051323876374,5,0.4666666666666666,"{""agent_0"": 0.333, ""agent_1"": 0.333, ""agent_2"": 0.333}",0.4512992728486787
2026-06-10,-0.03557410616525537,-0.03626352341645148,0.3206591866028427,0.000689417251196112,4,0.611111111111111,"{""agent_0"": 0.333, ""agent_1"": 0.333, ""agent_2"": 0.333}",0.03613737136820039
2026-06-11,0.12778994630545126,0.12692760559384192,0.40108870307411015,0.0008623407116093367,3,0.6666666666666666,"{""agent_0"": 0.333, ""agent_1"": 0.333, ""agent_2"": 0.333}",0.3456064354489122
2026-06-12,0.036288900769992125,0.034412291083361767,0.8728417147117953,0.0018766096866303598,3,0.6111111111111112,"{""agent_0"": 0.333, ""agent_1"": 0.333, ""agent_2"": 0.333}",0.04485621226469194
2026-06-15,0.026239259802680322,0.024174450822790967,0.9603762697159798,0.0020648089798893567,4,0.5890357411402036,"{""agent_0"": 0.466, ""agent_1"": 0.534}",0.15433669021835583
2026-06-16,-5.992152735928699e-05,-0.0029295285574821466,1.3347009442431905,0.0028696070301228596,5,0.33264952787840474,"{""agent_0"": 0.366, ""agent_1"": 0.364, ""agent_2"": 0.271}",0.030155152627702145
2026-06-17,0.012461446151591633,0.011929505418935721,0.2474142942585637,0.0005319407326559119,5,0.21779234382253826,"{""agent_0"": 0.361, ""agent_1"": 0.347, ""agent_2"": 0.293}",0.3320124136275064
2026-06-18,-0.020327118189991694,-0.021334988405580606,0.46877684445995854,0.0010078702155889108,6,0.25437863108086056,"{""agent_0"": 0.392, ""agent_1"": 0.321, ""agent_2"": 0.288}",-0.2218966101919813
2026-06-19,-0.05544404457309371,-0.057862036487874295,1.1246474022235298,0.002417991914780589,4,0.5,"{""agent_0"": 0.395, ""agent_1"": 0.28, ""agent_2"": 0.325}",-0.5115696634310868
2026-06-22,0.011040328002642843,0.009893400068372464,0.5334548531490131,0.0011469279342703781,4,0.5855995942979819,"{""agent_0"": 0.486, ""agent_1"": 0.177, ""agent_2"": 0.337}",0.29361614236662814
2026-06-23,-0.09247452340514868,-0.09419000192530531,0.7978969861193622,0.0017154785201566288,4,0.7777777777777778,"{""agent_0"": 0.333, ""agent_1"": 0.333, ""agent_2"": 0.333}",-0.12346935217468466
2026-06-24,0.09861276540285675,0.09727498762507898,0.6222222222222222,0.0013377777777777776,5,0.6888888888888889,"{""agent_0"": 0.333, ""agent_1"": 0.333, ""agent_2"": 0.333}",0.35462626223371424
2026-06-25,-0.01723563207938651,-0.018082170950056813,0.3937390096140954,0.0008465388706703053,4,0.7777777777777777,"{""agent_0"": 0.333, ""agent_1"": 0.333, ""agent_2"": 0.333}",0.02559730471914194
2026-06-26,-0.07094336057072766,-0.07166904496605184,0.3375276257321793,0.0007256843953241858,3,0.7777777777777777,"{""agent_0"": 0.333, ""agent_1"": 0.333, ""agent_2"": 0.333}",-0.4823110823508305
2026-06-29,0.004301324634650088,0.002867991301316755,0.6666666666666666,0.0014333333333333333,3,0.6666666666666666,"{""agent_0"": 0.333, ""agent_1"": 0.333, ""agent_2"": 0.333}",-0.35756809205283
2026-06-30,0.0077204289234055635,0.005092651145627785,1.2222222222222223,0.0026277777777777784,5,0.38888888888888884,"{""agent_0"": 0.333, ""agent_1"": 0.333, ""agent_2"": 0.333}",0.34777358083789367
